Chain Name,Customer Name,Address,City,State,Zip Code,Prod #,Description,Pack,Size,Cost,Units
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 203,149 SOUTH LAS POSAS         ,SAN MARCOS        ,CA,92078,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 204,4230 PACIFIC COAST HWY      ,TORRANCE          ,CA,90505,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 204,4230 PACIFIC COAST HWY      ,TORRANCE          ,CA,90505,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 205,835 W FOOTHILL BLVD         ,CLAREMONT         ,CA,91711,45453,SUPERFOOD POWDER,1,20 OZ,$129.52 ,8
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 205,835 W FOOTHILL BLVD         ,CLAREMONT         ,CA,91711,35454,PLAIN PLANT YOGURT,6,6 OZ,$12.36 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 205,835 W FOOTHILL BLVD         ,CLAREMONT         ,CA,91711,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$101.88 ,3
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 205,835 W FOOTHILL BLVD         ,CLAREMONT         ,CA,91711,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 206,3775 ALTON PARKWAY          ,IRVINE            ,CA,92606,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 206,3775 ALTON PARKWAY          ,IRVINE            ,CA,92606,35454,PLAIN PLANT YOGURT,6,6 OZ,$6.18 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 208,12301 SEAL BEACH BLVD       ,SEAL BEACH        ,CA,90740,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 208,12301 SEAL BEACH BLVD       ,SEAL BEACH        ,CA,90740,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 214,600 W HILLCREST DR          ,THOUSAND OAKS     ,CA,91360,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 214,600 W HILLCREST DR          ,THOUSAND OAKS     ,CA,91360,35454,PLAIN PLANT YOGURT,6,6 OZ,$12.36 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 216,111 E EL CAMINO REAL        ,SUNNYVALE         ,CA,94087,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 217,39 N ROSEMEAD BLVD          ,PASADENA          ,CA,91107,45453,SUPERFOOD POWDER,1,20 OZ,$80.95 ,5
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 217,39 N ROSEMEAD BLVD          ,PASADENA          ,CA,91107,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 218,24285 MAGIC MOUNTAIN PKWY   ,SANTA CLARITA     ,CA,91355,45453,SUPERFOOD POWDER,1,20 OZ,$194.28 ,12
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 218,24285 MAGIC MOUNTAIN PKWY   ,SANTA CLARITA     ,CA,91355,35454,PLAIN PLANT YOGURT,6,6 OZ,$6.18 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 221,7153 AMADOR PLAZA RD        ,DUBLIN            ,CA,94568,45453,SUPERFOOD POWDER,1,20 OZ,$113.33 ,7
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 221,7153 AMADOR PLAZA RD        ,DUBLIN            ,CA,94568,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$169.80 ,5
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 222,1515 HAWTHORNE BLVD         ,REDONDO BEACH     ,CA,90278,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 223,10821 N ZELZAH AVE          ,GRANADA HILLS     ,CA,91344,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 223,10821 N ZELZAH AVE          ,GRANADA HILLS     ,CA,91344,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$169.80 ,5
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 225,4630 PALM AVE.              ,LA MESA           ,CA,91941,45453,SUPERFOOD POWDER,1,20 OZ,$80.95 ,5
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 227,1260 GARNET AVE  / DOCK     ,SAN DIEGO         ,CA,92109,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 227,1260 GARNET AVE  / DOCK     ,SAN DIEGO         ,CA,92109,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$67.92 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 230,8211 LAGUNA BLVD            ,ELK GROVE         ,CA,95758,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 230,8211 LAGUNA BLVD            ,ELK GROVE         ,CA,95758,35454,PLAIN PLANT YOGURT,6,6 OZ,$12.36 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 237,"27271 LA PAZ ROAD SUITE ""B"" ",LAGUNA NIGUEL     ,CA,92677,45453,SUPERFOOD POWDER,1,20 OZ,$48.57 ,3
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 237,"27271 LA PAZ ROAD SUITE ""B"" ",LAGUNA NIGUEL     ,CA,92677,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 238,17482 YORBA LINDA BLVD      ,YORBA LINDA       ,CA,92886,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 238,17482 YORBA LINDA BLVD      ,YORBA LINDA       ,CA,92886,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 240,3030 HARBOR BLVD SUITE D    ,COSTA MESA        ,CA,92626,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 240,3030 HARBOR BLVD SUITE D    ,COSTA MESA        ,CA,92626,35454,PLAIN PLANT YOGURT,6,6 OZ,$6.18 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 241,3630 GRAND AVE              ,CHINO HILLS       ,CA,91709,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 241,3630 GRAND AVE              ,CHINO HILLS       ,CA,91709,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$135.84 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 243,120 WEST ONTARIO AVE        ,CORONA            ,CA,92882,45453,SUPERFOOD POWDER,1,20 OZ,$226.66 ,14
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 245,7355 DAY CREEK BLVD         ,RANCHO CUCAMONGA  ,CA,91739,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 245,7355 DAY CREEK BLVD         ,RANCHO CUCAMONGA  ,CA,91739,35454,PLAIN PLANT YOGURT,6,6 OZ,$12.36 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 252,820 NORTH WESTERN AVE       ,SAN PEDRO         ,CA,90732,45453,SUPERFOOD POWDER,1,20 OZ,$48.57 ,3
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 255,21821 VENTURA BLVD          ,WOODLAND HILLS    ,CA,91364,45453,SUPERFOOD POWDER,1,20 OZ,$129.52 ,8
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 255,21821 VENTURA BLVD          ,WOODLAND HILLS    ,CA,91364,35454,PLAIN PLANT YOGURT,6,6 OZ,$24.72 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 257,400 W HUNTINTON             ,MONROVIA          ,CA,91016,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 257,400 W HUNTINTON             ,MONROVIA          ,CA,91016,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 260,4253 WOODRUFF AVE           ,LAKEWOOD          ,CA,90713,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 260,4253 WOODRUFF AVE           ,LAKEWOOD          ,CA,90713,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 261,920 FOOTHILLS BLVD          ,LA CANADA FLINTRIG,CA,91011,45453,SUPERFOOD POWDER,1,20 OZ,$113.33 ,7
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 261,920 FOOTHILLS BLVD          ,LA CANADA FLINTRIG,CA,91011,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 264,15801 WHITTIER BLVD         ,WHITTIER          ,CA,90603,45453,SUPERFOOD POWDER,1,20 OZ,$48.57 ,3
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 264,15801 WHITTIER BLVD         ,WHITTIER          ,CA,90603,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$203.76 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 269,5205 PROSPECT RD            ,SAN JOSE          ,CA,95129,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 269,5205 PROSPECT RD            ,SAN JOSE          ,CA,95129,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$271.68 ,8
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 270,1130 BRANHAM LN             ,SAN JOSE          ,CA,95118,45453,SUPERFOOD POWDER,1,20 OZ,$113.33 ,7
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 270,1130 BRANHAM LN             ,SAN JOSE          ,CA,95118,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 271,630 SAN ANTONIO RD          ,MOUNTAIN VIEW     ,CA,94040,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 271,630 SAN ANTONIO RD          ,MOUNTAIN VIEW     ,CA,94040,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 279,3001 BROADWAY               ,OAKLAND           ,CA,94611,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 279,3001 BROADWAY               ,OAKLAND           ,CA,94611,35454,PLAIN PLANT YOGURT,6,6 OZ,$30.90 ,5
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 305,1150 S IRONTON UNIT 130     ,AURORA            ,CO,80010,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 305,1150 S IRONTON UNIT 130     ,AURORA            ,CO,80010,35454,PLAIN PLANT YOGURT,6,6 OZ,$12.36 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 318,1980 E COUNTY LINE RD       ,HIGHLANDS RANCH   ,CO,80126,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 322,3625 E COLFAX               ,DENVER            ,CO,80206,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 322,3625 E COLFAX               ,DENVER            ,CO,80206,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 330,1440 N LINCOLN AVE          ,LOVELAND          ,CO,80538,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 330,1440 N LINCOLN AVE          ,LOVELAND          ,CO,80538,35454,PLAIN PLANT YOGURT,6,6 OZ,$6.18 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 401,1300 PINOLE VALLEY RD       ,PINOLE            ,CA,94564,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 403,2245 YOSEMITE               ,EAGLE ROCK        ,CA,90041,45453,SUPERFOOD POWDER,1,20 OZ,$48.57 ,3
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 403,2245 YOSEMITE               ,EAGLE ROCK        ,CA,90041,35454,PLAIN PLANT YOGURT,6,6 OZ,$6.18 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 404,2325 SAND CREEK RD          ,BRENTWOOD         ,CA,94513,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 407,150 E MAIN ST STE 150       ,ALHAMBRA          ,CA,91801,45453,SUPERFOOD POWDER,1,20 OZ,$48.57 ,3
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 407,150 E MAIN ST STE 150       ,ALHAMBRA          ,CA,91801,35454,PLAIN PLANT YOGURT,6,6 OZ,$6.18 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 412,175 N FAIRVIEW AVE          ,GOLETA            ,CA,93117,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 416,2634 GATEWAY ROAD           ,CARLSBAD          ,CA,92009,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 416,2634 GATEWAY ROAD           ,CARLSBAD          ,CA,92009,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 420,239 S DIAMOND BAR BLVD      ,DIAMOND BAR       ,CA,91765,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 420,239 S DIAMOND BAR BLVD      ,DIAMOND BAR       ,CA,91765,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 421,560 W STUART AVE            ,REDLANDS          ,CA,92373,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 421,560 W STUART AVE            ,REDLANDS          ,CA,92373,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 422,2810 DEL PASO RD            ,SACRAMENTO        ,CA,95834,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 422,2810 DEL PASO RD            ,SACRAMENTO        ,CA,95834,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 424,6399 JARVIS AVE             ,NEWARK            ,CA,94560,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 424,6399 JARVIS AVE             ,NEWARK            ,CA,94560,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 430,8142 MIRA MESA BLVD         ,SAN DIEGO         ,CA,92126,45453,SUPERFOOD POWDER,1,20 OZ,$113.33 ,7
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 430,8142 MIRA MESA BLVD         ,SAN DIEGO         ,CA,92126,35454,PLAIN PLANT YOGURT,6,6 OZ,$18.54 ,3
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 432,1041 HELEN POWER DR         ,VACAVILLE         ,CA,95687,45453,SUPERFOOD POWDER,1,20 OZ,$113.33 ,7
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 432,1041 HELEN POWER DR         ,VACAVILLE         ,CA,95687,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$135.84 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 435,1400 E VISTA WAY            ,VISTA             ,CA,92084,35454,PLAIN PLANT YOGURT,6,6 OZ,$24.72 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 435,1400 E VISTA WAY            ,VISTA             ,CA,92084,35454,PLAIN PLANT YOGURT,6,6 OZ,$6.18 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 502,4020 S. RAINBOW BLVD        ,LAS VEGAS         ,NV,89103,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 502,4020 S. RAINBOW BLVD        ,LAS VEGAS         ,NV,89103,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 507,7530 W LAKE MEAD BLVD       ,LAS VEGAS         ,NV,89128,45453,SUPERFOOD POWDER,1,20 OZ,$80.95 ,5
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 507,7530 W LAKE MEAD BLVD       ,LAS VEGAS         ,NV,89128,35454,PLAIN PLANT YOGURT,6,6 OZ,$18.54 ,3
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 511,125 DISC DR                 ,SPARKS            ,NV,89436,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 511,125 DISC DR                 ,SPARKS            ,NV,89436,35454,PLAIN PLANT YOGURT,6,6 OZ,$18.54 ,3
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 558,6150 N DECATUR BLVD STE 600 ,LAS VEGAS         ,NV,89130,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 558,6150 N DECATUR BLVD STE 600 ,LAS VEGAS         ,NV,89130,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 559,771 S RAINBOW BLVD STE 130  ,LAS VEGAS         ,NV,89145,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 601,6284 S STATE STREET         ,MURRAY            ,UT,84107,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 603,216 S 700 E                 ,SALT LAKE CITY    ,UT,84102,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 603,216 S 700 E                 ,SALT LAKE CITY    ,UT,84102,35454,PLAIN PLANT YOGURT,6,6 OZ,$12.36 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 605,11519 S 4000 W              ,SOUTH JORDAN      ,UT,84095,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 605,11519 S 4000 W              ,SOUTH JORDAN      ,UT,84095,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 691,4841 ROUZAN SQUARE AVE      ,BATON ROUGE       ,LA,70808,45453,SUPERFOOD POWDER,1,20 OZ,$145.71 ,9
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 702,5112 LOMAS BLVD             ,ALBUQUERQUE       ,NM,87110,45453,SUPERFOOD POWDER,1,20 OZ,$48.57 ,3
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 708,5600 COORS BLVD             ,ALBUQUERQUE       ,NM,87120,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 708,5600 COORS BLVD             ,ALBUQUERQUE       ,NM,87120,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 804,10111 S MEMORIAL DR         ,BIXBY             ,OK,74133,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 804,10111 S MEMORIAL DR         ,BIXBY             ,OK,74133,35454,PLAIN PLANT YOGURT,6,6 OZ,$6.18 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 805,4123 S HARVARD AVE          ,TULSA             ,OK,74135,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 805,4123 S HARVARD AVE          ,TULSA             ,OK,74135,35454,PLAIN PLANT YOGURT,6,6 OZ,$6.18 ,1
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 806,851 E HILSIDE DR            ,TULSA             ,OK,74012,45453,SUPERFOOD POWDER,1,20 OZ,$307.61 ,19
SPROUTS FARMERS MARKET,SPROUTS FARMERS MKT 806,851 E HILSIDE DR            ,TULSA             ,OK,74012,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
STAFF OF LIFE,STAFF OF LIFE SOQUEL AVE,1266 SOQUEL AVE             ,SANTA CRUZ        ,CA,95062,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
SUNDANCE NATURAL FOODS,SUNDANCE NATURAL FOODS      ,748 E 24TH AVE              ,EUGENE            ,OR,97405,45453,SUPERFOOD POWDER,1,20 OZ,$194.28 ,12
SUNDANCE NATURAL FOODS,SUNDANCE NATURAL FOODS      ,748 E 24TH AVE              ,EUGENE            ,OR,97405,76740,NUT SPICES BAR,12,2 OZ,$30.24 ,2
SUNDANCE NATURAL FOODS,SUNDANCE NATURAL FOODS      ,748 E 24TH AVE              ,EUGENE            ,OR,97405,80760,CHOC PRTN BAR,12,2 OZ,$15.12 ,1
SUNRISE NATURAL FOODS,SUNRISE NATURAL FOODS       ,2160 GRASS VALLEY HWY 49    ,AUBURN            ,CA,95603,45453,SUPERFOOD POWDER,1,20 OZ,$16.19 ,1
SUPER 1 FOODS,SUPER 1 FOODS-COEUR D`ALENE ,305 W. KATHLEEN AVE.        ,COEUR D`ALENE     ,ID,83815,76740,NUT SPICES BAR,12,2 OZ,$60.48 ,4
SUPER 1 FOODS,SUPER 1 FOODS-COEUR D`ALENE ,305 W. KATHLEEN AVE.        ,COEUR D`ALENE     ,ID,83815,80760,CHOC PRTN BAR,12,2 OZ,$15.12 ,1
SUPER 1 FOODS,SUPER 1 FOODS-HELENA        ,3120 QUEEN ANNE ST          ,HELENA            ,MT,59602,70679,FRUIT BERRY BAR,12,2 OZ,$30.24 ,2
SUPER 1 FOODS,SUPER 1 FOODS-HELENA        ,3120 QUEEN ANNE ST          ,HELENA            ,MT,59602,76740,NUT SPICES BAR,12,2 OZ,$15.12 ,1
SUPER 1 FOODS,SUPER 1 FOODS-POST FALLS    ,805 E POLSTON               ,POST FALLS        ,ID,83854,70679,FRUIT BERRY BAR,12,2 OZ,$15.12 ,1
SUPER 1 FOODS,SUPER 1 FOODS-RATHDRUM      ,15837 N. WESTWOOD DR        ,RATHDRUM          ,ID,83858,76740,NUT SPICES BAR,12,2 OZ,$15.12 ,1
SUPER 1 FOODS,SUPER 1 FOODS-RATHDRUM      ,15837 N. WESTWOOD DR        ,RATHDRUM          ,ID,83858,80760,CHOC PRTN BAR,12,2 OZ,$15.12 ,1
VITAMIN PLUS,VITAMINS PLUS 210           ,5819 E KINGS HWY            ,SHREVEPORT        ,LA,71105,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
WEALTH OF HEALTH,WEALTH OF HEALTH            ,120 SOUTH WOODRUFF AVE #A   ,IDAHO FALLS       ,ID,83401,25452,BERRY PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
WEALTH OF HEALTH,WEALTH OF HEALTH            ,120 SOUTH WOODRUFF AVE #A   ,IDAHO FALLS       ,ID,83401,45453,SUPERFOOD POWDER,1,20 OZ,$97.14 ,6
WEALTH OF HEALTH,WEALTH OF HEALTH            ,120 SOUTH WOODRUFF AVE #A   ,IDAHO FALLS       ,ID,83401,56732,GREEN PRTN SMOOTHIE,12,12 OZ,$33.96 ,1
WHOLE WHEATERY,WHOLE WHEATERY              ,44264 10TH STREET WEST      ,LANCASTER         ,CA,93534,76740,NUT SPICES BAR,12,2 OZ,$15.12 ,1
YOKE`S,YOKES FRESH MARKET #05      ,117 N HILL STREET           ,KELLOG            ,ID,83837,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
YOKE`S,YOKES FRESH MARKET #07      ,810 S MAIN STREET           ,DEER PARK         ,WA,99006,45453,SUPERFOOD POWDER,1,20 OZ,$80.95 ,5
YOKE`S,YOKES FRESH MARKET #08,12825 W SUNSET HWY          ,AIRWAY HEIGHTS    ,WA,99001,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
YOKE`S,YOKES FRESH MARKET #14      ,1401 BOMBING RANGE RD       ,WEST RICHLAND     ,WA,99353,45453,SUPERFOOD POWDER,1,20 OZ,$32.38 ,2
YOKE`S,YOKES FRESH MARKET #17      ,1501 E SELTICE WAY          ,POST FALLS        ,ID,83854,45453,SUPERFOOD POWDER,1,20 OZ,$80.95 ,5
YOKE`S,YOKES FRESH MARKET #19      ,4235 CHENEY-SPOKANE RD      ,SPOKANE           ,WA,99224,45453,SUPERFOOD POWDER,1,20 OZ,$64.76 ,4
